image_path,timepoint,group,subject_id,slice_idx,has_label,mask_path,mask_valid
24 Hours/Control/Control 7/Slice 20.png,24 Hours,Control,Control 7,20,False,,False
24 Hours/Control/Control 7/Slice 21.png,24 Hours,Control,Control 7,21,False,,False
24 Hours/Control/Control 7/Slice 22.png,24 Hours,Control,Control 7,22,False,,False
24 Hours/Control/Control 8/Slice 16.png,24 Hours,Control,Control 8,16,False,,False
24 Hours/Control/Control 8/Slice 17.png,24 Hours,Control,Control 8,17,False,,False
24 Hours/Control/Control 8/Slice 18.png,24 Hours,Control,Control 8,18,False,,False
24 Hours/Control/Control 8/Slice 19.png,24 Hours,Control,Control 8,19,False,,False
24 Hours/Control/Control 8/Slice 20.png,24 Hours,Control,Control 8,20,False,,False
24 Hours/Control/Control 8/Slice 21.png,24 Hours,Control,Control 8,21,False,,False
24 Hours/Control/Control 8/Slice 22.png,24 Hours,Control,Control 8,22,False,,False
24 Hours/Control/Control 8/Slice 23.png,24 Hours,Control,Control 8,23,False,,False
24 Hours/GOT/GOT 10/Slice 15.png,24 Hours,GOT,GOT 10,15,False,,False
24 Hours/GOT/GOT 10/Slice 16.png,24 Hours,GOT,GOT 10,16,False,,False
24 Hours/GOT/GOT 10/Slice 17.png,24 Hours,GOT,GOT 10,17,False,,False
24 Hours/GOT/GOT 10/Slice 18.png,24 Hours,GOT,GOT 10,18,False,,False
24 Hours/GOT/GOT 10/Slice 19.png,24 Hours,GOT,GOT 10,19,False,,False
24 Hours/GOT/GOT 10/Slice 20.png,24 Hours,GOT,GOT 10,20,False,,False
24 Hours/GOT/GOT 10/Slice 21.png,24 Hours,GOT,GOT 10,21,False,,False
24 Hours/GOT/GOT 10/Slice 22.png,24 Hours,GOT,GOT 10,22,False,,False
24 Hours/GOT/GOT 10/Slice 23.png,24 Hours,GOT,GOT 10,23,False,,False
24 Hours/GOT/GOT 11/Slice 17.png,24 Hours,GOT,GOT 11,17,False,,False
24 Hours/GOT/GOT 11/Slice 18.png,24 Hours,GOT,GOT 11,18,False,,False
24 Hours/GOT/GOT 11/Slice 19.png,24 Hours,GOT,GOT 11,19,False,,False
24 Hours/GOT/GOT 11/Slice 20.png,24 Hours,GOT,GOT 11,20,False,,False
24 Hours/GOT/GOT 11/Slice 21.png,24 Hours,GOT,GOT 11,21,False,,False
24 Hours/GOT/GOT 11/Slice 22.png,24 Hours,GOT,GOT 11,22,False,,False
24 Hours/GOT/GOT 11/Slice 23.png,24 Hours,GOT,GOT 11,23,False,,False
24 Hours/GOT/GOT 12/Slice 15.png,24 Hours,GOT,GOT 12,15,False,,False
24 Hours/GOT/GOT 12/Slice 16.png,24 Hours,GOT,GOT 12,16,False,,False
24 Hours/GOT/GOT 12/Slice 17.png,24 Hours,GOT,GOT 12,17,False,,False
24 Hours/GOT/GOT 12/Slice 18.png,24 Hours,GOT,GOT 12,18,False,,False
24 Hours/GOT/GOT 12/Slice 19.png,24 Hours,GOT,GOT 12,19,False,,False
24 Hours/GOT/GOT 12/Slice 20.png,24 Hours,GOT,GOT 12,20,False,,False
24 Hours/GOT/GOT 12/Slice 21.png,24 Hours,GOT,GOT 12,21,False,,False
24 Hours/GOT/GOT 12/Slice 22.png,24 Hours,GOT,GOT 12,22,False,,False
24 Hours/GOT/GOT 12/Slice 23.png,24 Hours,GOT,GOT 12,23,False,,False
24 Hours/GOT/GOT 3/Slice 15.png,24 Hours,GOT,GOT 3,15,False,,False
24 Hours/GOT/GOT 3/Slice 16.png,24 Hours,GOT,GOT 3,16,False,,False
24 Hours/GOT/GOT 3/Slice 17.png,24 Hours,GOT,GOT 3,17,False,,False
24 Hours/GOT/GOT 3/Slice 18.png,24 Hours,GOT,GOT 3,18,False,,False
24 Hours/GOT/GOT 3/Slice 19.png,24 Hours,GOT,GOT 3,19,False,,False
24 Hours/GOT/GOT 3/Slice 20.png,24 Hours,GOT,GOT 3,20,False,,False
24 Hours/GOT/GOT 3/Slice 21.png,24 Hours,GOT,GOT 3,21,False,,False
24 Hours/GOT/GOT 3/Slice 22.png,24 Hours,GOT,GOT 3,22,False,,False
24 Hours/GOT/GOT 4/Slice 16.png,24 Hours,GOT,GOT 4,16,False,,False
24 Hours/GOT/GOT 4/Slice 17.png,24 Hours,GOT,GOT 4,17,False,,False
24 Hours/GOT/GOT 4/Slice 18.png,24 Hours,GOT,GOT 4,18,False,,False
24 Hours/GOT/GOT 4/Slice 19.png,24 Hours,GOT,GOT 4,19,False,,False
24 Hours/GOT/GOT 4/Slice 20.png,24 Hours,GOT,GOT 4,20,False,,False
24 Hours/GOT/GOT 4/Slice 21.png,24 Hours,GOT,GOT 4,21,False,,False
24 Hours/GOT/GOT 7/Slice 14.png,24 Hours,GOT,GOT 7,14,False,,False
24 Hours/GOT/GOT 7/Slice 15.png,24 Hours,GOT,GOT 7,15,False,,False
24 Hours/GOT/GOT 7/Slice 16.png,24 Hours,GOT,GOT 7,16,False,,False
24 Hours/GOT/GOT 7/Slice 17.png,24 Hours,GOT,GOT 7,17,False,,False
24 Hours/GOT/GOT 7/Slice 18.png,24 Hours,GOT,GOT 7,18,False,,False
24 Hours/GOT/GOT 7/Slice 19.png,24 Hours,GOT,GOT 7,19,False,,False
24 Hours/GOT/GOT 7/Slice 20.png,24 Hours,GOT,GOT 7,20,False,,False
24 Hours/GOT/GOT 7/Slice 21.png,24 Hours,GOT,GOT 7,21,False,,False
24 Hours/GOT/GOT 7/Slice 22.png,24 Hours,GOT,GOT 7,22,False,,False
24 Hours/GOT/GOT 7/Slice 23.png,24 Hours,GOT,GOT 7,23,False,,False
24 Hours/GOT/GOT 8/Slice 15.png,24 Hours,GOT,GOT 8,15,False,,False
24 Hours/GOT/GOT 8/Slice 16.png,24 Hours,GOT,GOT 8,16,False,,False
24 Hours/GOT/GOT 8/Slice 17.png,24 Hours,GOT,GOT 8,17,False,,False
24 Hours/GOT/GOT 8/Slice 18.png,24 Hours,GOT,GOT 8,18,False,,False
24 Hours/GOT/GOT 8/Slice 19.png,24 Hours,GOT,GOT 8,19,False,,False
24 Hours/GOT/GOT 8/Slice 20.png,24 Hours,GOT,GOT 8,20,False,,False
24 Hours/GOT/GOT 8/Slice 21.png,24 Hours,GOT,GOT 8,21,False,,False
24 Hours/GOT/GOT 8/Slice 22.png,24 Hours,GOT,GOT 8,22,False,,False
24 Hours/GOT/GOT 9/Slice 14.png,24 Hours,GOT,GOT 9,14,False,,False
24 Hours/GOT/GOT 9/Slice 15.png,24 Hours,GOT,GOT 9,15,False,,False
24 Hours/GOT/GOT 9/Slice 16.png,24 Hours,GOT,GOT 9,16,False,,False
24 Hours/GOT/GOT 9/Slice 17.png,24 Hours,GOT,GOT 9,17,False,,False
24 Hours/GOT/GOT 9/Slice 18.png,24 Hours,GOT,GOT 9,18,False,,False
24 Hours/GOT/GOT 9/Slice 19.png,24 Hours,GOT,GOT 9,19,False,,False
24 Hours/GOT/GOT 9/Slice 20.png,24 Hours,GOT,GOT 9,20,False,,False
24 Hours/GOT/GOT 9/Slice 21.png,24 Hours,GOT,GOT 9,21,False,,False
24 Hours/GPT/GPT 1/Slice 18.png,24 Hours,GPT,GPT 1,18,False,,False
24 Hours/GPT/GPT 1/Slice 19.png,24 Hours,GPT,GPT 1,19,False,,False
24 Hours/GPT/GPT 1/Slice 20.png,24 Hours,GPT,GPT 1,20,False,,False
24 Hours/GPT/GPT 1/Slice 21.png,24 Hours,GPT,GPT 1,21,False,,False
24 Hours/GPT/GPT 1/Slice 22.png,24 Hours,GPT,GPT 1,22,False,,False
24 Hours/GPT/GPT 1/Slice 23.png,24 Hours,GPT,GPT 1,23,False,,False
24 Hours/GPT/GPT 1/Slide 17.png,24 Hours,GPT,GPT 1,17,False,,False
24 Hours/GPT/GPT 13/Slice 16.png,24 Hours,GPT,GPT 13,16,False,,False
24 Hours/GPT/GPT 13/Slice 17.png,24 Hours,GPT,GPT 13,17,False,,False
24 Hours/GPT/GPT 13/Slice 18.png,24 Hours,GPT,GPT 13,18,False,,False
24 Hours/GPT/GPT 13/Slice 19.png,24 Hours,GPT,GPT 13,19,False,,False
24 Hours/GPT/GPT 13/Slice 20.png,24 Hours,GPT,GPT 13,20,False,,False
24 Hours/GPT/GPT 13/Slice 21.png,24 Hours,GPT,GPT 13,21,False,,False
24 Hours/GPT/GPT 13/Slice 22.png,24 Hours,GPT,GPT 13,22,False,,False
24 Hours/GPT/GPT 14/Slice 15.png,24 Hours,GPT,GPT 14,15,False,,False
24 Hours/GPT/GPT 14/Slice 16.png,24 Hours,GPT,GPT 14,16,False,,False
24 Hours/GPT/GPT 14/Slice 17.png,24 Hours,GPT,GPT 14,17,False,,False
24 Hours/GPT/GPT 14/Slice 18.png,24 Hours,GPT,GPT 14,18,False,,False
24 Hours/GPT/GPT 14/Slice 19.png,24 Hours,GPT,GPT 14,19,False,,False
24 Hours/GPT/GPT 14/Slice 20.png,24 Hours,GPT,GPT 14,20,False,,False
24 Hours/GPT/GPT 14/Slice 21.png,24 Hours,GPT,GPT 14,21,False,,False
24 Hours/GPT/GPT 14/Slice 22.png,24 Hours,GPT,GPT 14,22,False,,False
24 Hours/GPT/GPT 15/Slice 17.png,24 Hours,GPT,GPT 15,17,False,,False
24 Hours/GPT/GPT 15/Slice 18.png,24 Hours,GPT,GPT 15,18,False,,False
24 Hours/GPT/GPT 15/Slice 19.png,24 Hours,GPT,GPT 15,19,False,,False
24 Hours/GPT/GPT 15/Slice 20.png,24 Hours,GPT,GPT 15,20,False,,False
24 Hours/GPT/GPT 15/Slice 21.png,24 Hours,GPT,GPT 15,21,False,,False
24 Hours/GPT/GPT 15/Slice 22.png,24 Hours,GPT,GPT 15,22,False,,False
24 Hours/GPT/GPT 15/Slice 23.png,24 Hours,GPT,GPT 15,23,False,,False
24 Hours/GPT/GPT 15/Slice 24.png,24 Hours,GPT,GPT 15,24,False,,False
24 Hours/GPT/GPT 16/Slice 17.png,24 Hours,GPT,GPT 16,17,False,,False
24 Hours/GPT/GPT 16/Slice 18.png,24 Hours,GPT,GPT 16,18,False,,False
24 Hours/GPT/GPT 16/Slice 19.png,24 Hours,GPT,GPT 16,19,False,,False
24 Hours/GPT/GPT 16/Slice 20.png,24 Hours,GPT,GPT 16,20,False,,False
24 Hours/GPT/GPT 16/Slice 21.png,24 Hours,GPT,GPT 16,21,False,,False
24 Hours/GPT/GPT 16/Slice 22.png,24 Hours,GPT,GPT 16,22,False,,False
24 Hours/GPT/GPT 16/Slice 23.png,24 Hours,GPT,GPT 16,23,False,,False
24 Hours/GPT/GPT 2/Slice 14.png,24 Hours,GPT,GPT 2,14,False,,False
24 Hours/GPT/GPT 2/Slice 15.png,24 Hours,GPT,GPT 2,15,False,,False
24 Hours/GPT/GPT 2/Slice 16.png,24 Hours,GPT,GPT 2,16,False,,False
24 Hours/GPT/GPT 2/Slice 17.png,24 Hours,GPT,GPT 2,17,False,,False
24 Hours/GPT/GPT 2/Slice 18.png,24 Hours,GPT,GPT 2,18,False,,False
24 Hours/GPT/GPT 2/Slice 19.png,24 Hours,GPT,GPT 2,19,False,,False
24 Hours/GPT/GPT 2/Slice 20.png,24 Hours,GPT,GPT 2,20,False,,False
24 Hours/GPT/GPT 2/Slice 21.png,24 Hours,GPT,GPT 2,21,False,,False
24 Hours/GPT/GPT 2/Slice 22.png,24 Hours,GPT,GPT 2,22,False,,False
24 Hours/GPT/GPT 5/Slice 17.png,24 Hours,GPT,GPT 5,17,False,,False
24 Hours/GPT/GPT 5/Slice 18.png,24 Hours,GPT,GPT 5,18,False,,False
24 Hours/GPT/GPT 5/Slice 19.png,24 Hours,GPT,GPT 5,19,False,,False
24 Hours/GPT/GPT 5/Slice 20.png,24 Hours,GPT,GPT 5,20,False,,False
24 Hours/GPT/GPT 5/Slice 21.png,24 Hours,GPT,GPT 5,21,False,,False
24 Hours/GPT/GPT 5/Slice 22.png,24 Hours,GPT,GPT 5,22,False,,False
24 Hours/GPT/GPT 5/Slice 23.png,24 Hours,GPT,GPT 5,23,False,,False
24 Hours/GPT/GPT 5/Slice 24.png,24 Hours,GPT,GPT 5,24,False,,False
24 Hours/GPT/GPT 6/Slice 15.png,24 Hours,GPT,GPT 6,15,False,,False
24 Hours/GPT/GPT 6/Slice 16.png,24 Hours,GPT,GPT 6,16,False,,False
24 Hours/GPT/GPT 6/Slice 17.png,24 Hours,GPT,GPT 6,17,False,,False
24 Hours/GPT/GPT 6/Slice 18.png,24 Hours,GPT,GPT 6,18,False,,False
24 Hours/GPT/GPT 6/Slice 19.png,24 Hours,GPT,GPT 6,19,False,,False
24 Hours/GPT/GPT 6/Slice 20.png,24 Hours,GPT,GPT 6,20,False,,False
24 Hours/GPT/GPT 6/Slice 21.png,24 Hours,GPT,GPT 6,21,False,,False
24 Hours/GPT/GPT 6/Slice 22.png,24 Hours,GPT,GPT 6,22,False,,False
24 Hours/GPT/GPT 6/Slice 23.png,24 Hours,GPT,GPT 6,23,False,,False
3 Weeks/Combined/Combined 1/Slice 16.png,3 Weeks,Combined,Combined 1,16,False,,False
3 Weeks/Combined/Combined 1/Slice 17.png,3 Weeks,Combined,Combined 1,17,False,,False
3 Weeks/Combined/Combined 1/Slice 18.png,3 Weeks,Combined,Combined 1,18,False,,False
3 Weeks/Combined/Combined 1/Slice 19.png,3 Weeks,Combined,Combined 1,19,False,,False
3 Weeks/Combined/Combined 2/Slice 16.png,3 Weeks,Combined,Combined 2,16,False,,False
3 Weeks/Combined/Combined 2/Slice 17.png,3 Weeks,Combined,Combined 2,17,False,,False
3 Weeks/Combined/Combined 2/Slice 18.png,3 Weeks,Combined,Combined 2,18,False,,False
3 Weeks/Combined/Combined 2/Slice 19.png,3 Weeks,Combined,Combined 2,19,False,,False
3 Weeks/Combined/Combined 3/Slice 18.png,3 Weeks,Combined,Combined 3,18,False,,False
3 Weeks/Combined/Combined 3/Slice 19.png,3 Weeks,Combined,Combined 3,19,False,,False
3 Weeks/Combined/Combined 3/Slice 20.png,3 Weeks,Combined,Combined 3,20,False,,False
3 Weeks/Combined/Combined 3/Slice 21.png,3 Weeks,Combined,Combined 3,21,False,,False
3 Weeks/Combined/Combined 3/Slice 22.png,3 Weeks,Combined,Combined 3,22,False,,False
3 Weeks/Combined/Combined 4/Slice 18.png,3 Weeks,Combined,Combined 4,18,False,,False
3 Weeks/Combined/Combined 4/Slice 19.png,3 Weeks,Combined,Combined 4,19,False,,False
3 Weeks/Combined/Combined 4/Slice 20.png,3 Weeks,Combined,Combined 4,20,False,,False
3 Weeks/Combined/Combined 4/Slice 21.png,3 Weeks,Combined,Combined 4,21,False,,False
3 Weeks/Combined/Combined 4/Slice 22.png,3 Weeks,Combined,Combined 4,22,False,,False
3 Weeks/Combined/Combined 5/Slice 17.png,3 Weeks,Combined,Combined 5,17,False,,False
3 Weeks/Combined/Combined 5/Slice 18.png,3 Weeks,Combined,Combined 5,18,False,,False
3 Weeks/Combined/Combined 5/Slice 19.png,3 Weeks,Combined,Combined 5,19,False,,False
3 Weeks/Combined/Combined 5/Slice 20.png,3 Weeks,Combined,Combined 5,20,False,,False
3 Weeks/Combined/Combined 5/Slice 21.png,3 Weeks,Combined,Combined 5,21,False,,False
3 Weeks/Combined/Combined 5/Slice 22.png,3 Weeks,Combined,Combined 5,22,False,,False
3 Weeks/Combined/Combined 6/Slice 17.png,3 Weeks,Combined,Combined 6,17,False,,False
3 Weeks/Combined/Combined 6/Slice 18.png,3 Weeks,Combined,Combined 6,18,False,,False
3 Weeks/Combined/Combined 6/Slice 19.png,3 Weeks,Combined,Combined 6,19,False,,False
3 Weeks/Combined/Combined 6/Slice 20.png,3 Weeks,Combined,Combined 6,20,False,,False
3 Weeks/Combined/Combined 6/Slice 21.png,3 Weeks,Combined,Combined 6,21,False,,False
3 Weeks/Combined/Combined 6/Slice 22.png,3 Weeks,Combined,Combined 6,22,False,,False
3 Weeks/Control/Control 1/Slice 16.png,3 Weeks,Control,Control 1,16,False,,False
3 Weeks/Control/Control 1/Slice 17.png,3 Weeks,Control,Control 1,17,False,,False
3 Weeks/Control/Control 1/Slice 18.png,3 Weeks,Control,Control 1,18,False,,False
3 Weeks/Control/Control 1/Slice 19.png,3 Weeks,Control,Control 1,19,False,,False
3 Weeks/Control/Control 1/Slice 20.png,3 Weeks,Control,Control 1,20,False,,False
3 Weeks/Control/Control 1/Slice 21.png,3 Weeks,Control,Control 1,21,False,,False
3 Weeks/Control/Control 2/Slice 17.png,3 Weeks,Control,Control 2,17,False,,False
3 Weeks/Control/Control 2/Slice 18.png,3 Weeks,Control,Control 2,18,False,,False
3 Weeks/Control/Control 2/Slice 19.png,3 Weeks,Control,Control 2,19,False,,False
3 Weeks/Control/Control 2/Slice 20.png,3 Weeks,Control,Control 2,20,False,,False
3 Weeks/Control/Control 2/Slice 21.png,3 Weeks,Control,Control 2,21,False,,False
3 Weeks/Control/Control 3/Slice 14.png,3 Weeks,Control,Control 3,14,False,,False
3 Weeks/Control/Control 3/Slice 15.png,3 Weeks,Control,Control 3,15,False,,False
3 Weeks/Control/Control 3/Slice 16.png,3 Weeks,Control,Control 3,16,False,,False
3 Weeks/Control/Control 3/Slice 17.png,3 Weeks,Control,Control 3,17,False,,False
3 Weeks/Control/Control 3/Slice 18.png,3 Weeks,Control,Control 3,18,False,,False
3 Weeks/Control/Control 4/Slice 16.png,3 Weeks,Control,Control 4,16,False,,False
3 Weeks/Control/Control 4/Slice 17.png,3 Weeks,Control,Control 4,17,False,,False
3 Weeks/Control/Control 4/Slice 18.png,3 Weeks,Control,Control 4,18,False,,False
3 Weeks/Control/Control 4/Slice 19.png,3 Weeks,Control,Control 4,19,False,,False
3 Weeks/Control/Control 4/Slice 20.png,3 Weeks,Control,Control 4,20,False,,False
3 Weeks/Control/Control 4/Slice 21.png,3 Weeks,Control,Control 4,21,False,,False
3 Weeks/Control/Control 5/Slice 17.png,3 Weeks,Control,Control 5,17,False,,False
3 Weeks/Control/Control 5/Slice 18.png,3 Weeks,Control,Control 5,18,False,,False
3 Weeks/Control/Control 5/Slice 19.png,3 Weeks,Control,Control 5,19,False,,False
3 Weeks/Control/Control 5/Slice 20.png,3 Weeks,Control,Control 5,20,False,,False
3 Weeks/Control/Control 5/Slice 21.png,3 Weeks,Control,Control 5,21,False,,False
3 Weeks/Control/Control 5/Slice 22.png,3 Weeks,Control,Control 5,22,False,,False
3 Weeks/Control/Control 5 2/Slice 14.png,3 Weeks,Control,Control 5 2,14,False,,False
3 Weeks/Control/Control 5 2/Slice 15.png,3 Weeks,Control,Control 5 2,15,False,,False
3 Weeks/Control/Control 5 2/Slice 16.png,3 Weeks,Control,Control 5 2,16,False,,False
3 Weeks/Control/Control 5 2/Slice 17.png,3 Weeks,Control,Control 5 2,17,False,,False
3 Weeks/Control/Control 5 2/Slice 18.png,3 Weeks,Control,Control 5 2,18,False,,False
3 Weeks/Control/Control 5 2/Slice 19.png,3 Weeks,Control,Control 5 2,19,False,,False
3 Weeks/GOT/GOT1/Slice 17.png,3 Weeks,GOT,GOT1,17,False,,False
3 Weeks/GOT/GOT1/Slice 18.png,3 Weeks,GOT,GOT1,18,False,,False
3 Weeks/GOT/GOT1/Slice 20.png,3 Weeks,GOT,GOT1,20,False,,False
3 Weeks/GOT/GOT1/Slice 21.png,3 Weeks,GOT,GOT1,21,False,,False
3 Weeks/GOT/GOT1/Slice 22.png,3 Weeks,GOT,GOT1,22,False,,False
3 Weeks/GOT/GOT2/Slice 20.png,3 Weeks,GOT,GOT2,20,False,,False
3 Weeks/GOT/GOT2/Slice 21.png,3 Weeks,GOT,GOT2,21,False,,False
3 Weeks/GOT/GOT2/Slice 22.png,3 Weeks,GOT,GOT2,22,False,,False
3 Weeks/GOT/GOT2/Slice 23.png,3 Weeks,GOT,GOT2,23,False,,False
3 Weeks/GOT/GOT2/Slice 24.png,3 Weeks,GOT,GOT2,24,False,,False
3 Weeks/GOT/GOT3/Slice 17.png,3 Weeks,GOT,GOT3,17,False,,False
3 Weeks/GOT/GOT3/Slice 18.png,3 Weeks,GOT,GOT3,18,False,,False
3 Weeks/GOT/GOT3/Slice 19.png,3 Weeks,GOT,GOT3,19,False,,False
3 Weeks/GOT/GOT3/Slice 20.png,3 Weeks,GOT,GOT3,20,False,,False
3 Weeks/GOT/GOT3/Slice 21.png,3 Weeks,GOT,GOT3,21,False,,False
3 Weeks/GOT/GOT3/Slice 22.png,3 Weeks,GOT,GOT3,22,False,,False
3 Weeks/GOT/GOT3/Slice 23.png,3 Weeks,GOT,GOT3,23,False,,False
3 Weeks/GOT/GOT4/Slice 17.png,3 Weeks,GOT,GOT4,17,False,,False
3 Weeks/GOT/GOT4/Slice 18.png,3 Weeks,GOT,GOT4,18,False,,False
3 Weeks/GOT/GOT4/Slice 19.png,3 Weeks,GOT,GOT4,19,False,,False
3 Weeks/GOT/GOT4/Slice 20.png,3 Weeks,GOT,GOT4,20,False,,False
3 Weeks/GOT/GOT4/Slice 21.png,3 Weeks,GOT,GOT4,21,False,,False
3 Weeks/GOT/GOT4/Slice 22.png,3 Weeks,GOT,GOT4,22,False,,False
3 Weeks/GOT/GOT5/Slice 17.png,3 Weeks,GOT,GOT5,17,False,,False
3 Weeks/GOT/GOT5/Slice 18.png,3 Weeks,GOT,GOT5,18,False,,False
3 Weeks/GOT/GOT5/Slice 19.png,3 Weeks,GOT,GOT5,19,False,,False
3 Weeks/GOT/GOT5/Slice 20.png,3 Weeks,GOT,GOT5,20,False,,False
3 Weeks/GOT/GOT5/Slice 21.png,3 Weeks,GOT,GOT5,21,False,,False
3 Weeks/GOT/GOT5/Slice 22.png,3 Weeks,GOT,GOT5,22,False,,False
3 Weeks/GPT/GPT1/Slice 18.png,3 Weeks,GPT,GPT1,18,False,,False
3 Weeks/GPT/GPT1/Slice 19.png,3 Weeks,GPT,GPT1,19,False,,False
3 Weeks/GPT/GPT1/Slice 20.png,3 Weeks,GPT,GPT1,20,False,,False
3 Weeks/GPT/GPT1/Slice 21.png,3 Weeks,GPT,GPT1,21,False,,False
3 Weeks/GPT/GPT1/Slice 22.png,3 Weeks,GPT,GPT1,22,False,,False
3 Weeks/GPT/GPT1/Slice 23.png,3 Weeks,GPT,GPT1,23,False,,False
3 Weeks/GPT/GPT2/Slice 18.png,3 Weeks,GPT,GPT2,18,False,,False
3 Weeks/GPT/GPT2/Slice 19.png,3 Weeks,GPT,GPT2,19,False,,False
3 Weeks/GPT/GPT2/Slice 20.png,3 Weeks,GPT,GPT2,20,False,,False
3 Weeks/GPT/GPT2/Slice 21.png,3 Weeks,GPT,GPT2,21,False,,False
3 Weeks/GPT/GPT2/Slice 22.png,3 Weeks,GPT,GPT2,22,False,,False
3 Weeks/GPT/GPT2/Slice 23.png,3 Weeks,GPT,GPT2,23,False,,False
3 Weeks/GPT/GPT3/Slice 17.png,3 Weeks,GPT,GPT3,17,False,,False
3 Weeks/GPT/GPT3/Slice 18.png,3 Weeks,GPT,GPT3,18,False,,False
3 Weeks/GPT/GPT3/Slice 19.png,3 Weeks,GPT,GPT3,19,False,,False
3 Weeks/GPT/GPT3/Slice 20.png,3 Weeks,GPT,GPT3,20,False,,False
3 Weeks/GPT/GPT3/Slice 21.png,3 Weeks,GPT,GPT3,21,False,,False
3 Weeks/GPT/GPT3/Slice 22.png,3 Weeks,GPT,GPT3,22,False,,False
3 Weeks/GPT/GPT4/Slice 17.png,3 Weeks,GPT,GPT4,17,False,,False
3 Weeks/GPT/GPT4/Slice 18.png,3 Weeks,GPT,GPT4,18,False,,False
3 Weeks/GPT/GPT4/Slice 19.png,3 Weeks,GPT,GPT4,19,False,,False
3 Weeks/GPT/GPT4/Slice 20.png,3 Weeks,GPT,GPT4,20,False,,False
3 Weeks/GPT/GPT4/Slice 21.png,3 Weeks,GPT,GPT4,21,False,,False
3 Weeks/GPT/GPT4/Slice 22.png,3 Weeks,GPT,GPT4,22,False,,False
3 Weeks/GPT/GPT4/Slice 23.png,3 Weeks,GPT,GPT4,23,False,,False
3 Weeks/GPT/GPT5/Slice 16.png,3 Weeks,GPT,GPT5,16,False,,False
3 Weeks/GPT/GPT5/Slice 17.png,3 Weeks,GPT,GPT5,17,False,,False
3 Weeks/GPT/GPT5/Slice 18.png,3 Weeks,GPT,GPT5,18,False,,False
3 Weeks/GPT/GPT5/Slice 19.png,3 Weeks,GPT,GPT5,19,False,,False
3 Weeks/GPT/GPT5/Slice 20.png,3 Weeks,GPT,GPT5,20,False,,False
3 Weeks/GPT/GPT6/Slice 22.png,3 Weeks,GPT,GPT6,22,False,,False
3 Weeks/GPT/GPT6/Slice 23.png,3 Weeks,GPT,GPT6,23,False,,False
3 Weeks/GPT/GPT6/Slice 24.png,3 Weeks,GPT,GPT6,24,False,,False
3 Weeks/GPT/GPT6/Slice 25.png,3 Weeks,GPT,GPT6,25,False,,False
48 Hours/Combined/Combined 1/Slice 16.png,48 Hours,Combined,Combined 1,16,False,,False
48 Hours/Combined/Combined 1/Slice 17.png,48 Hours,Combined,Combined 1,17,False,,False
48 Hours/Combined/Combined 1/Slice 18.png,48 Hours,Combined,Combined 1,18,False,,False
48 Hours/Combined/Combined 1/Slice 19.png,48 Hours,Combined,Combined 1,19,False,,False
48 Hours/Combined/Combined 1/Slice 20.png,48 Hours,Combined,Combined 1,20,False,,False
48 Hours/Combined/Combined 1/Slice 21.png,48 Hours,Combined,Combined 1,21,False,,False
48 Hours/Combined/Combined 2/Slice 18.png,48 Hours,Combined,Combined 2,18,False,,False
48 Hours/Combined/Combined 2/Slice 19.png,48 Hours,Combined,Combined 2,19,False,,False
48 Hours/Combined/Combined 2/Slice 20.png,48 Hours,Combined,Combined 2,20,False,,False
48 Hours/Combined/Combined 2/Slice 21.png,48 Hours,Combined,Combined 2,21,False,,False
48 Hours/Combined/Combined 2/Slice 22.png,48 Hours,Combined,Combined 2,22,False,,False
48 Hours/Combined/Combined 2/Slice 23.png,48 Hours,Combined,Combined 2,23,False,,False
48 Hours/Combined/Combined 3/Slice 17.png,48 Hours,Combined,Combined 3,17,False,,False
48 Hours/Combined/Combined 3/Slice 18.png,48 Hours,Combined,Combined 3,18,False,,False
48 Hours/Combined/Combined 3/Slice 19.png,48 Hours,Combined,Combined 3,19,False,,False
48 Hours/Combined/Combined 3/Slice 20.png,48 Hours,Combined,Combined 3,20,False,,False
48 Hours/Combined/Combined 3/Slice 21.png,48 Hours,Combined,Combined 3,21,False,,False
48 Hours/Combined/Combined 3/Slice 22.png,48 Hours,Combined,Combined 3,22,False,,False
48 Hours/Combined/Combined 4/Slice 17.png,48 Hours,Combined,Combined 4,17,False,,False
48 Hours/Combined/Combined 4/Slice 18.png,48 Hours,Combined,Combined 4,18,False,,False
48 Hours/Combined/Combined 4/Slice 19.png,48 Hours,Combined,Combined 4,19,False,,False
48 Hours/Combined/Combined 4/Slice 20.png,48 Hours,Combined,Combined 4,20,False,,False
48 Hours/Combined/Combined 4/Slice 21.png,48 Hours,Combined,Combined 4,21,False,,False
48 Hours/Combined/Combined 4/Slice 22.png,48 Hours,Combined,Combined 4,22,False,,False
48 Hours/Combined/Combined 5/Slice 20.png,48 Hours,Combined,Combined 5,20,False,,False
48 Hours/Combined/Combined 5/Slice 21.png,48 Hours,Combined,Combined 5,21,False,,False
48 Hours/Combined/Combined 5/Slice 22.png,48 Hours,Combined,Combined 5,22,False,,False
48 Hours/Combined/Combined 5/Slice 23.png,48 Hours,Combined,Combined 5,23,False,,False
48 Hours/Combined/Combined 5/Slide 18.png,48 Hours,Combined,Combined 5,18,False,,False
48 Hours/Combined/Combined 5/Slide 19.png,48 Hours,Combined,Combined 5,19,False,,False
48 Hours/Combined/Combined 6/Slice 17.png,48 Hours,Combined,Combined 6,17,False,,False
